"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014"
410,"KOR","South Korea",0,0.019,0.0188,0.0252,0.0794,0.0772,0.1221,0.0932,0.1364,0.1233,0.1216,0.1254,0.114,0.1376,0.1434,0.1577,0.1447,0.1311,0.12,0.1222,0.1433,0.1629,0.1659,0.1129,0.0731,0.0488,0.0682,0.0803,0.0986,0.085,0.0933,0.1034,0.1258,0.1276,0.1196,0.1115,0.1498,0.153,0.1871,0.1611,0.1887,0.1871,0.1836,0.157,0.1231,0.1173,0.1491,0.1498,0.1198,0.0728,0.0637,0.0567,0.0734,0.0767,0.0844,0.09,0.0885,0.0861,0.0779,0.1247,0.1188,0.0997,0.0625,0.0633,0.0614
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",0,0,0,0.00151318856576217,0.00210553262539014,0.000277908421973137,0.00268463390757159,0.00402318498782964,0.00350965486707883,0.0221234798858578,0.00324556553777895,0.00402840095429528,0.0235781614833032,0.0309113196431138,0.073642476393205,0.0829401565377947,0.0983024432543891,0.0715180797673426,0.129289926746976,0.146307021034403,0.174175452071598,0.20697481926231,0.267649566965752,0.326074230126272,0.323152655473467,0.348005118663147,0.357448264372233,0.380710683135835,0.380726526066411,0.396369086520063,0.416899633021389,0.422475119630072,0.442580818993803,0.442892131894931,0.466812536178914,0.432719208833427,0.418650150707986,0.418989477678231,0.409418015427507,0.42863548179463,0.44957282443705,0.497741992763763,0.503934754452519,0.450436888270289,0.432078951449707,0.431203428317985,0.487806588546445,0.527105859006982,0.541018926725927,0.519965672146021,0.466906163701705,0.47658439692582,0.519124981498775,0.59071995366226,0.567723226182647,0.568185970801394,0.572319032140724,0.598322012550621,0.603941437438433,0.591429351850861,0.538523204809985,0.460636301602558,0.400923143284539,0.385651889158772,0.35505528226976
144,"LKA","Sri Lanka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0.0013,0.0057,0.0033,0.0056,0.0036,9e-04,0,0.0027,0.0012,0.002,0.0052,0.0013,0.0076,0.0013,0.0098,0.0134,0.0159,0.0207,0.0359,0.0344,0.0329,0.0173,0.0141,0.0132,0.0181,0.0251,0.0291,0.0287,0.0278,0.0278,0.0282,0.0311,0.0363,0.0404,0.0383,0.0479,0.0424,0.0776,0.1013,0.1559,0.2011,0.204,0.1998,0.1676,0.1841,0.2089
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",0,0,0,0,0,0.1709,0,0.1767,0.1901,0.1949,0.1922,0.1869,0.1721,0.1726,0.1714,0.1706,0.1536,0.1453,0.1158,0,0.1031,0.0903,0.0888,0.0875,0.0365,0.0295,0.0745,0.0174,0.0104,0.139,0.0045,0.0061,0.0075,0.0108,0.1571,0.1945,0.1739,0.1537,0.1438,0.2094,0.2833,0.3484,0.4526,0.5603,0.6313,0.5034,0.503,0.5346,0.5842,0.5466,0.5236,0.5396,0.503,0.3972,0.3503,0.2283,0.2594,0.2274,0.3801,0.3665,0.4217,0.3923,0.3923,0.3923,0.3923
740,"SUR","Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307,0,0.0489,0.1322,0.1272,0.2519,0.186,0.2714,0.2125,0.3275,0.3782,0.3807,0.2561,0.2435,0.3451,0.5171,0.5251,0.4111,0.3688,0.3186,0.2747,0.164,0.0837,0.0397,0.0422,0.0607,0.0741,0.0813,0.0763,0.1363,0.2062,0.261,0.2414,0.2851,0.3176,0.293,0.2039,0.1711,0.1792,0.2157,0.3004
752,"SWE","Sweden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000871236506505135,0.000874172551130964,0.0010734510554155,0,0.00125081500574791,0.00125063279196397,0.000886874394502898,0.000696167230022315,0.000822448320128641,0.000767494302813882,0.000740766171129773,0.0023092513828329,0.00450786731013425,0.00378596011780109,0.00254120751709376,0.00235175706306032,0.00276521252128091,0.00363993153474335,0.00318055543166545,0.00352299303621938,0.00420378763617204,0.00472554948751232,0.0045276513936951,0.00386418413146741,0.00372334029477379,0.0748137323115625,0.114102626266196,0.126955573462596,0.102499412089035,0.0639063416800007,0.0397510675732458,0.00194992499932,0.0423446192931431,0.0900398358575325,0.140016887159772,0.157351200719207,0.149666342634255,0.248037471163945,0.247511400987627,0.253529444741961,0.247913558664992,0.247352304251344,0.254174889166937,0.127701311766722,0.132528606310676,0.228796626926878,0.344725386878716,0.464452083656797,0.446667705864564,0.413452241614019
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0057,0.0139,0.0273,0.0405,0.0659,0.0645,0.0738,0.0786,0.1102,0.1381,0.1472,0.1379,0.1353,0.1619,0.1732,0.1893,0.1638,0.1803,0.2177,0.2941,0.3875,0.4383,0.4576,0.4395,0.4036,0.404,0.3855,0.4084,0.4226,0.4461,0.4131,0.3589,0.3092,0.2712,0.2506,0.2465,0.2674,0.2929,0.3054,0.2726,0.2433,0.2253,0.2063,0.1615
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0.0091,0.0079,0.0243,0,0,0,0.0282,0.0466,0.0587,0.061,0.0579,0.0712,0.0769,0.0753,0.0503,0.0487,0.0528,0.0508,0.0498,0.0427,0.04,0.0389,0.0893,0.1471,0.1821,0.1425,0.102,0.0936,0.0796,0.0793,0.0803,0.0812,0.0784,0.077,0.0823,0.1164,0.1662,0.2349,0.2595,0.2223,0.1961,0.173,0.1801,0.1696,0.1696
764,"THA","Thailand",0,0,0,0,0.000464656496413484,0.000378824727384289,0.002210188375833,2.59626694925218e-05,2.71810854954774e-05,2.69749194554274e-05,1.72587925146059e-05,0,1.12888448872998e-05,0,0,0,0,0.00561432407800413,0.02332458212134,0.0209584366989241,0.0210548200189639,0.017691045646316,0.0172839966702533,0.0180616027441055,0.0105244434371718,0.0135560198874375,0.0162099165401858,0.0178078238978187,0.0263714460312101,0.0527584718347897,0.063231354263076,0.0735047182842894,0.0649586413246172,0.081892973550882,0.0813237576144785,0.0854712832129906,0.0785145062249097,0.0890020289072396,0.103114236933813,0.117914143062366,0.132970934857095,0.113182935332926,0.126945447844923,0.122054547909002,0.142110833966284,0.17033265525044,0.188970270004728,0.228890690080234,0.248400486508013,0.247120151203148,0.258432399410842,0.298051336053026,0.373337680033413,0.426289805425948,0.425920902097086,0.429456795735555,0.43083368604964,0.486133808596156,0.485284288731375,0.499379380685323,0.527208726830867,0.520025291302449,0.504751919614617,0.522963642819402,0.555949412799801
626,"TLS","Timor-Leste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.0039,0.0043,0.0038,0.0042,0.0035,0.0033,0.0131,0.0305,0.0705,0.0804,0.0879,0.0902,0.0313,0.0137,0.0061,0.0088,0.0459,0.0601,0.0846,0.0807,0.1271,0.1208,0.1047,0.0991,0.1006,0.0995,0.0999,0.0998,0.097,0.0974,0.0979,0.1002
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",0,0,0,0,0,0,0,0.0908,0.0711,0.0678,0.0427,0.0711,0.0616,0.0818,0.057,0.0374,0.0272,0.0295,0.0214,0.0241,0.0248,0.0256,0.0267,0.0261,0.0351,0.0236,0.0245,0.0417,0.019,0.0208,0.0196,0.0102,0.0021,0.0018,0.0444,0.0641,0.0533,0.0397,0.0267,0.0304,0.0312,0.0127,0.0948,0.0112,0.0083,0.0064,0.0201,0.0362,0.05,0.051,0.0509,0.0495,0.0428,0.026,0.0233,0.0244,0.037,0.0404,0.0442,0.0491,0.0392,0.0278,0.0127,0.1852,0.3981
780,"TTO","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0121,0.0152,0.0077,0.0572,0.1085,0.1676,0.1605,0.1394,0.1262,0.1465,0.1927,0.2263,0.1379,0.1075,0.0913,0.1439,0.1566,0.1285,0.1122,0.1079,0.1821,0.2535,0.2836,0.2629,0.2584,0.2654,0.1966,0.1867,0.1726,0.2205,0.2288,0.2328,0.2484,0.2491,0.2492,0.2256,0.2321,0.2678,0.2857,0.2886,0.2678
788,"TUN","Tunisia",0,0,0,0,0,0,0,0.0024,0,0.0052,0,0,0.0054,0.0061,0.0062,0.0068,0.0065,0,0,0,0.0064,0.0058,0.0058,0.0034,0.0092,0.0095,0.0131,0.0155,0.0211,0.022,0,0.024,0.0217,0.0152,4e-04,0.0323,4e-04,8e-04,8e-04,0.0012,8e-04,5e-04,1e-04,0.001,0.0023,0.0517,0.0655,0.0527,0.0597,0.0693,0.1046,0.1282,0.1655,0.1512,0.1431,0.147,0.1631,0.1692,0.1737,0.1976,0.1674,0.1093,0.061,0.0519,0.0512
792,"TUR","Turkey",0,0,0,0,0,0,0.00045924248112187,0.000574638414327314,0.000624766208324889,0.000631974757248432,0.000311620529144205,0.000306937508747267,0.000280991344211424,0.000524563193704138,0.000258921332800643,0.00031579140745237,0.000980603826253018,0.00407812992673315,0.00921499039565288,0.0181412415108541,0.0214191828688831,0.0193318496398356,0.0161793179697296,0.0133041825743111,0.00952844641112648,0.00869946924971043,0.00846371494923274,0.00505392857387408,0.0056632747288897,0.0135477535192285,0.0178747340702048,0.0222339655154481,0.0153251582933427,0.0182708413433522,0.0213166621182632,0.0314262528380813,0.0315602352789177,0.0316649358214921,0.0397885653659954,0.0460202998324111,0.0770310168951854,0.0907471775653703,0.0981718678816253,0.07972432159865,0.0687935928423486,0.0768497695225814,0.0919973004788323,0.106493386668446,0.110969123985567,0.0907715030409854,0.105037209551444,0.0980225473508393,0.088999157929972,0.0872352052061318,0.156602231801667,0.203107253597601,0.196467972729681,0.14921442028098,0.228394931435601,0.245862054371727,0.20774560021538,0.173598378913484,0.31528568375793,0.518544007111669,0.615849514100148
795,"TKM","Turkmenistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484,0,0.0018,0.3506,0.3174,0.1095,0.0984,0.0058,0.1429,0.1425,0.0241,0.1322,0.0212,0.057,0.0118,0.0097,0.0365,0.0409,0.0138,0.0571,0.0076,0.0141,0.0081,0.0376,0.0333,0.0774,0.0719,0.1162,0.1191,0.106,0.0928,0.0629,0.0457,0.0327,0.0299,0.0677,0.073,0.0379
800,"UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,"UKR","Ukraine",0,0,0,0,0.0065,0.0081,0.0106,0.0376,0.0485,0.0511,0.0373,0.0262,0.0343,0.0285,0.0403,0.0394,0.0421,0.0456,0.0533,0.0351,0.0205,0.0068,0.0102,0.0098,0.0096,0.0077,0.0086,0.0092,0.0126,0.0104,0.1027,0.1,0.1212,0.0342,0.1712,0.1761,0.3188,0.1574,0.1921,0.1438,0.2578,0.4158,0.4838,0.5635,0.5988,0.6215,0.6352,0.4401,0.2836,0.1796,0.1951,0.2034,0.1963,0.1948,0.1869,0.2703,0.3734,0.5281,0.556,0.5977,0.6212,0.6364,0.6135,0.5394,0.2145
784,"ARE","United Arab Emirates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123206675534114,0.0681657193747064,0.132225424671837,0.193289650759581,0.136136250398691,0.069113101508209,0.00977624688724647,0.00934668134196379,0.00887234154479979,0.00850531044909812,0.00800009708031611,0.0079519916287805,0.0375176818526701,0.037008669609343,0.0683891969844491,0.0690650635485766,0.0996657757808938,0.0990116031706298,0.0671707394129009,0.045771532875863,0.0220962793305572,0.0442729941322223,0.0798923643551096,0.12200352060836,0.140434094589836,0.164959385259084,0.185222905440021,0.205887574819889,0.19486537414965,0.17302698269594,0.16877089160627,0.16595347077848,0.179156075258159,0.17341316594985,0.17738893767206
826,"GBR","United Kingdom",3.13887510088588e-05,2.78134211568672e-05,0.00036031384874938,0.000484852074782459,0.000612043342005683,0.000633431428719794,0.00062806053857194,0.000539251193567478,0.000896172012818505,0.0013893122173663,0.131396257408383,0.260102923185388,0.260443077369012,0.121755218533422,0.00741858916249566,0.00568299086734211,0.00571791989325158,0.00475639139535382,0.0461673985519125,0.00387667518781164,0.0384262506188659,0.0981110753638956,0.120802103325532,0.161778937757567,0.185127681328337,0.212803451565772,0.192063775109838,0.158707254498227,0.153993267560613,0.156440605531186,0.144035204948103,0.0953377162802935,0.0716412790792144,0.0908643832392065,0.12766852771443,0.148760065895011,0.126379422210434,0.153399947642535,0.17320942700928,0.18556200850329,0.194248291347116,0.206739550161456,0.18981233831811,0.193605044514539,0.181859837625085,0.200713403478007,0.2249815146401,0.242192928955108,0.224123778542002,0.183120543714649,0.198167028246846,0.266253579991876,0.300942539416825,0.384560987139114,0.313288740229566,0.295804238042857,0.304847816101599,0.313733884316511,0.294339947391571,0.28041418467583,0.313136269490474,0.316335387957959,0.365059499451861,0.309407980662852,0.186180937990013
840,"USA","United States of America",0,0.0222016819903908,0.00196979778340653,0.0194092972712951,0.0188340297692198,0.0181377748647302,0.0149022540374549,0.0163824037581797,0.0234736826373805,0.0226372234214476,0.0282424939875947,0.0355910530756066,0.0494479067314922,0.0781033392865962,0.107696689612329,0.129972128176961,0.128367268969726,0.11874021958177,0.127693111420344,0.143398319638236,0.127100012862452,0.113452593452147,0.0970236279908018,0.0965197122889185,0.117257212798925,0.13509854226047,0.130181547802502,0.144805893492136,0.136002770573243,0.147867893296862,0.129154595661773,0.123177696149712,0.11245285896736,0.104622909052527,0.101206048795135,0.113911130065394,0.123026938827565,0.156187408192301,0.158883713339657,0.165570951356898,0.158935385862435,0.202305989871846,0.178206712404319,0.193933053927924,0.181766116794809,0.202551683488833,0.216066973442278,0.20191782380449,0.264508899297857,0.252930311095613,0.251880373887098,0.193044629344935,0.188249717664867,0.166417085528156,0.184341508306802,0.188440058394638,0.230823259128288,0.277961615121982,0.290165317466923,0.360253589798401,0.252280918829018,0.206307296685591,0.156213204770559,0.211304247785472,0.29776357673543
858,"URY","Uruguay",0,0,0,0,0,0,0,0,0,0,0,0,0.0259,0.0226,0.0157,0.012,0.0042,0,0.0107,0.0032,0.0035,0,0.0082,0.0117,0.0121,0.0124,0.008,0.0074,0.0105,0.012,0.0111,0.0125,0.0139,0.0173,0.0168,0.0185,0.0209,0.0255,0.0265,0.0283,0.0245,0.0257,0.0213,0.0187,0.0135,0.0124,0.0097,0.0086,0.1146,0.2202,0.3635,0.3633,0.3905,0.3821,0.3612,0.3123,0.2854,0.3092,0.3441,0.4266,0.4119,0.3981,0.3703,0.3635,0.3627
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"VUT","Vanuatu",0,0,0,0,0,0,0.1966,0.0938,0.2194,0.2671,0.0424,0.2656,0.1813,0.1917,0.1489,0.0333,0.0943,0.0023,0.0026,0.0017,0.002,0.002,0.008,0.0375,0.002,0.0986,0.0972,0.0401,0.0069,0.0314,0.0804,0.123,0.1499,0.0955,0.0915,0.1023,0.1005,0.0595,0.035,0.0381,0.0357,0.0295,0.0243,0.0239,0.0286,0.0347,0.0391,0.0558,0.0436,0.0375,0.0372,0.0329,0.0359,0.0368,0.0375,0.0348,0.032,0.0276,0.0177,0.0788,0.0116,0.1275,0.1577,0.1806,0.3439
862,"VEN","Venezuela",0,0,0,0,0,0,0.0136,0,0,0,0.0182,0.0128,0.0115,0.0018,1e-04,2e-04,2e-04,0.0011,0.0013,9e-04,0,0.0012,5e-04,0.0021,0.0024,0.0027,0.0025,0.002,0.0023,0.0156,0.021,0.0346,0.0252,0.0276,0.0224,0.0381,0.0468,0.0586,0.0464,0.047,0.0571,0.0749,0.0697,0.0534,0.0482,0.0555,0.0901,0.1101,0.1378,0.149,0.1626,0.1643,0.1727,0.1521,0.1824,0.2479,0.4311,0.5506,0.5602,0.6462,0.6813,0.8011,0.7146,0.748,0.8012
704,"VNM","Viet Nam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,3e-04,4e-04,8e-04,0.0013,0.0023,0.0017,0,0,0.0013,5e-04,0,0,0,0,7e-04,0.0043,0.0069,0.0104,0.0107,0.0177,0.0201,0.0209,0.017,0.0145,0.013,0.0098,0.0088,0.0081,0.0084,0.0083,0.0083,0.0087,0.0091,0.0079,0.0066,0.005,0.005,0.0043,0.0042,0.0076,0.0113,0.0159,0.0156,0.0156
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000645977989147386,0.000585096151077882,0.000412662866972625,8.08011659299556e-05,0.000330443322036965,8.60332254830748e-05,8.3383782110447e-05,7.85976318254302e-05,8.21084981814676e-05,8.45953096440823e-05,0.000509611959918789,0.000420099783174477,0.00058053105017708,0.00170516976401409,0.0446025930770138,0.109732928102441,0.110381151557423,0.111939640141719,0.0586368429285345,0.0280293226541846,0.102951210061511,0.111942460177189,0.142831652042187,0.152685270160596,0.16520091616797,0.164394576869266,0.163249973088205,0.117940514953544,0.0876378280367411,0.0526181734059407,0.0348373435739399,0.0279864506874757,0.0190525168077531,0.00655673751737461,0.00933635831056722,0.00342624110192942,0.00225674123386829,0.000991548948651284,0.000810798027145139,0.000810953822162386
894,"ZMB","Zambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"ZWE","Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
